Cohort,Ploidy,Treatment,time,T,temperature,O,oxygen,total,survival,Ploidy_induction,Notes
ZB91,2,normoxia,50,38,37.7,100,105.4,3,3,100,NA
ZB91,2,hypoxia,11.15,26,25.7,25,29,3,3,100,NA
ZB91,2,normoxia,50,26,26.3,100,96,2,2,100,NA
ZB91,2,hypoxia,11.15,38,38,25,26.7,2,2,100,NA
ZB91,2,normoxia,50,38,38.2,100,100,2,2,100,NA
ZB91,2,hypoxia,11.15,26,25.7,25,29,2,2,100,NA
ZB91,2,normoxia,50,26,26.4,100,97.8,2,2,100,NA
ZB91,2,hypoxia,11.15,38,37.8,25,26.7,2,2,100,NA
ZB91,2,normoxia,50,38,38.3,100,100,2,2,100,NA
ZB92,2,hypoxia,11.15,26,26,25,29.7,6,6,100,NA
ZB92,2,normoxia,50,26,26.3,100,96,6,6,100,NA
ZB92,2,hypoxia,11.15,38,37.6,25,24.1,5,5,100,NA
ZB92,2,normoxia,50,38,37.7,100,105.4,5,5,100,NA
ZB92,2,hypoxia,11.15,26,25.7,25,29,5,5,100,NA
ZB92,2,normoxia,50,26,26.3,100,96,5,5,100,NA
ZB92,2,hypoxia,11.15,38,38,25,26.7,5,5,100,NA
ZB92,2,normoxia,50,38,38.2,100,100,5,5,100,NA
ZB92,2,hypoxia,11.15,26,25.7,25,29,5,5,100,NA
ZB92,2,normoxia,50,26,26.4,100,97.8,5,5,100,NA
ZB92,2,hypoxia,11.15,38,37.8,25,26.7,5,5,100,NA
ZB92,2,normoxia,50,38,38.3,100,100,5,5,100,NA
ZB93,2,hypoxia,11.15,26,26,25,29.7,3,3,100,NA
ZB93,2,normoxia,50,26,26.3,100,96,3,3,100,NA
ZB93,2,hypoxia,11.15,38,37.6,25,24.1,3,3,100,NA
ZB93,2,normoxia,50,38,37.7,100,105.4,3,3,100,NA
ZB93,2,hypoxia,11.15,26,25.7,25,29,3,3,100,NA
ZB93,2,normoxia,50,26,26.3,100,96,3,3,100,NA
ZB93,2,hypoxia,11.15,38,38,25,26.7,3,3,100,NA
ZB93,2,normoxia,50,38,38.2,100,100,3,3,100,NA
ZB93,2,hypoxia,11.15,26,25.7,25,29,3,3,100,NA
ZB93,2,normoxia,50,26,26.4,100,97.8,3,3,100,NA
ZB93,2,hypoxia,11.15,38,37.8,25,26.7,3,3,100,NA
ZB93,2,normoxia,50,38,38.3,100,100,3,3,100,NA
ZB94,2,hypoxia,11.15,26,26,25,29.7,4,4,100,NA
ZB94,2,normoxia,50,26,26.3,100,96,3,3,100,NA
ZB94,2,hypoxia,11.15,38,37.6,25,24.1,3,3,100,NA
ZB94,2,normoxia,50,38,37.7,100,105.4,4,4,100,NA
ZB94,2,hypoxia,11.15,26,25.7,25,29,4,4,100,NA
ZB94,2,normoxia,50,26,26.3,100,96,4,4,100,NA
ZB94,2,hypoxia,11.15,38,38,25,26.7,4,4,100,NA
ZB94,2,normoxia,50,38,38.2,100,100,4,4,100,NA
ZB94,2,hypoxia,11.15,26,25.7,25,29,4,4,100,NA
ZB94,2,normoxia,50,26,26.4,100,97.8,4,4,100,NA
ZB94,2,hypoxia,11.15,38,37.8,25,26.7,4,4,100,NA
ZB94,2,normoxia,50,38,38.3,100,100,3,3,100,NA
ZB96,2,hypoxia,11.15,26,25.7,25,29,1,1,100,NA
ZB96,2,normoxia,50,26,26.4,100,97.8,2,2,100,NA
ZB96,2,hypoxia,11.15,38,37.8,25,26.7,2,2,100,NA
ZB96,2,normoxia,50,38,38.3,100,100,2,2,100,NA
ZB97,2,hypoxia,25,26,25.7,25,28.3,2,0,100,NA
ZB97,2,normoxia,89,26,26.4,100,90.4,2,2,100,NA
ZB97,2,hypoxia,25,38,37.7,25,29,2,1,100,NA
ZB97,2,normoxia,89,38,37.8,100,90.8,2,2,100,NA
ZB97,2,hypoxia,25,26,25.7,25,15,2,2,100,NA
ZB97,2,normoxia,89,26,26.4,100,93,2,2,100,NA
ZB97,2,hypoxia,25,38,37.7,25,28,2,1,100,NA
ZB97,2,normoxia,89,38,37.8,100,99.1,2,2,100,NA
ZB97,2,hypoxia,25,26,25.7,25,27,2,2,100,NA
ZB97,2,hypoxia,25,38,37.7,25,28.8,2,0,100,NA
ZB98,2,hypoxia,25,26,25.7,25,28.3,5,5,100,NA
ZB98,2,normoxia,89,26,26.4,100,90.4,5,5,100,NA
ZB98,2,hypoxia,25,38,37.7,25,29,5,5,100,NA
ZB98,2,normoxia,89,38,37.8,100,90.8,5,5,100,NA
ZB98,2,hypoxia,25,26,25.7,25,15,5,5,100,NA
ZB98,2,normoxia,89,26,26.4,100,93,5,5,100,NA
ZB98,2,hypoxia,25,38,37.7,25,28,5,4,100,NA
ZB98,2,normoxia,89,38,37.8,100,99.1,5,4,100,NA
ZB98,2,hypoxia,25,26,25.7,25,27,5,5,100,NA
ZB98,2,normoxia,89,26,26.3,100,94.3,7,7,100,NA
ZB98,2,hypoxia,25,38,37.7,25,28.8,5,1,100,NA
ZB98,2,normoxia,89,38,37.6,100,99.9,7,0,100,NA
ZB99,2,hypoxia,25,26,25.7,25,28.3,2,1,100,NA
ZB99,2,normoxia,89,26,26.4,100,90.4,2,2,100,NA
ZB99,2,hypoxia,25,38,37.7,25,29,2,1,100,NA
ZB99,2,normoxia,89,38,37.8,100,90.8,2,2,100,NA
